TERM DESCRIPTION,TERM,SESSION,SESSION DESCRIPTION,DEPARTMENT,SUBJECT,COURSE,Course+Subject,CLASS/SECTION NBR,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,PERCENT MAJORS,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WX,I,R,P,S,NY,NR,NC,OTHER,EFFECTIVE DATE
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,554,CEUS-T554,24570,INTRODUCTORY PASHTO II,"Inomkhojayev,Rakhmon",0,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,561,CEUS-T561,16359,INTRODUCTORY MONGOLIAN I,"Legden,Tserenchunt",4,5,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,562,CEUS-T562,15463,INTRODUCTORY MONGOLIAN II,"Legden,Tserenchunt",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,581,CEUS-T581,25317,INTRODUCTORY TURKISH I,"Ozcelik,Oner",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,582,CEUS-T582,15461,INTRODUCTORY TURKISH II,"Ozcelik,Oner",8,8,3.963,3.925,12.5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,601,CEUS-T601,25370,INTERMEDIATE FINNISH I,"Taurama,Mikko",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,602,CEUS-T602,15466,INTERMEDIATE FINNISH II,"Taurama,Mikko",3,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,611,CEUS-T611,16364,INTERMEDIATE UZBEK I,"Hodjaev,Malik",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,611,CEUS-T611,23145,INTERMEDIATE UZBEK I,"Hodjaev,Malik",0,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,612,CEUS-T612,15468,INTERMEDIATE UZBEK II,"Hodjaev,Malik",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,612,CEUS-T612,30153,INTERMEDIATE UZBEK II,"Hodjaev,Malik",0,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,614,CEUS-T614,29322,INTERMEDIATE KAZAKH II,"Ziyabekova,Dana Sarsenbaevna",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,623,CEUS-T623,27126,CHAGHATAY,"DeWeese,Devin A.",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,631,CEUS-T631,22002,INTERMEDIATE UYGHUR I,"Nazarova,Gulnisa",3,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,632,CEUS-T632,29324,INTERMEDIATE UYGHUR II,"Nazarova,Gulnisa",3,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,641,CEUS-T641,16361,INTERMEDIATE HUNGARIAN I,"Varga,Valeria Eniko",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,642,CEUS-T642,15465,INTERMEDIATE HUNGARIAN II,"Varga,Valeria Eniko",3,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,651,CEUS-T651,25229,INTERMEDIATE PERSIAN I,"Daneshgar,Shahyar",8,8,3.8,3.737,50,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,652,CEUS-T652,24575,INTERMEDIATE PERSIAN II,"Daneshgar,Shahyar",3,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,654,CEUS-T654,24572,INTERMEDIATE PASHTO II,"Inomkhojayev,Rakhmon",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,656,CEUS-T656,30690,MIDDLE IRANIAN LANGUAGES,"Choksy,Jamsheed K.",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,661,CEUS-T661,16365,INTERMEDIATE MONGOLIAN I,"Legden,Tserenchunt",2,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,661,CEUS-T661,34074,INTERMEDIATE MONGOLIAN I,"Legden,Tserenchunt",0,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,663,CEUS-T663,29327,CLASSICAL MONGOLIAN I,"Kara,Gyorgy",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,664,CEUS-T664,29986,CLASSICAL MONGOLIAN II,"Kara,Gyorgy",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,671,CEUS-T671,16366,INTERMEDIATE TIBETAN I,"Sperling,Elliot H.",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,672,CEUS-T672,15470,INTERMEDIATE TIBETAN II,"Rabsal,Gedun",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,673,CEUS-T673,30693,OLD TIBETAN,"Beckwith,Christopher I.",2,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,676,CEUS-T676,30692,READGS IN MODERN TIBETAN TEXTS,"Sperling,Elliot H.",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,681,CEUS-T681,16363,INTERMEDIATE TURKISH I,"Ariogul,Sibel",4,7,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,682,CEUS-T682,15467,INTERMEDIATE TURKISH II,"Jones,Defne Louise",3,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,690,CEUS-T690,29328,INTRODUCTION TO MANCHU,"Kara,Gyorgy",0,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,691,CEUS-T691,29990,OLD TURKIC,"Kara,Gyorgy",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,701,CEUS-T701,25288,ADVANCED FINNISH I,"Taurama,Mikko",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,704,CEUS-T704,27457,ADVANCED ESTONIAN II,"Kivik,Piibi-Kai",1,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,711,CEUS-T711,28356,ADVANCED UZBEK I,"Hodjaev,Malik",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,711,CEUS-T711,28760,ADVANCED UZBEK I,"Hodjaev,Malik",0,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,712,CEUS-T712,15473,ADVANCED UZBEK II,"Hodjaev,Malik",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,713,CEUS-T713,37136,ADVANCED KAZAKH I,"Adilkhanova,Begaim Rakhymovna",0,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,741,CEUS-T741,25279,ADVANCED HUNGARIAN I,"Varga,Valeria Eniko",3,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,751,CEUS-T751,25233,ADVANCED PERSIAN I,"Losensky,Paul Edward",3,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,752,CEUS-T752,24577,ADVANCED PERSIAN II,"Choksy,Jamsheed K.",3,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,754,CEUS-T754,29330,ADVANCED PASHTO II,"Arman,Rahman",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,761,CEUS-T761,25280,ADVANCED MONGOLIAN I,"Legden,Tserenchunt",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,762,CEUS-T762,15474,ADVANCED MONGOLIAN II,"Legden,Tserenchunt",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,771,CEUS-T771,25281,ADVANCED TIBETAN I,"Rabsal,Gedun",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,781,CEUS-T781,25282,ADVANCED TURKISH I,"Elbasan,Zeynep",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,782,CEUS-T782,20566,ADVANCED TURKISH II,"Elbasan,Zeynep",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,785,CEUS-T785,30695,MEDIA TURKISH I,"Silay,Kemal",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CEUS,CEUS-T,798,CEUS-T798,29123,ADV CENTRAL EURASN LANGUAGES I,"Arman,Rahman",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,798,CEUS-T798,32109,ADV CENTRAL EURASN LANGUAGES I,"Nazarova,Gulnisa",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,799,CEUS-T799,32112,ADV CENTRAL EURASIAN LANGUAGES,"Arman,Rahman",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,861,CEUS-T861,36262,ADLS-MONGOLIAN,"Legden,Tserenchunt",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CEUS,CEUS-T,871,CEUS-T871,29332,ADLS-TIBETAN,"Rabsal,Gedun",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CHEM,CHEM-A,314,CHEM-A314,20235,BIOLOGICL&ENVRNMTL CHEM ANALYS,"Robinson,Jill Kirsten",73,80,2.723,3.351,48.7,1,9,6,5,12,11,8,13,3,3,1,0,1,3,4,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CHEM,CHEM-A,315,CHEM-A315,21525,CHEMICAL MEASUREMENTS LAB,"Baker,Lane Allen",13,13,3.223,3.413,84.6,0,3,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CHEM,CHEM-A,316,CHEM-A316,20236,BIOANALYTICAL CHEMISTRY LAB,"Robinson,Jill Kirsten",57,62,3.46,3.415,53.3,0,17,14,10,8,5,3,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CHEM,CHEM-A,800,CHEM-A800,20255,2ND YR ANALYTICAL CHEM REVIEW,"Hieftje,Gary M.",8,8,3.638,3.569,100,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CHEM,CHEM-A,800,CHEM-A800,21908,2ND YR ANALYTICAL CHEM REVIEW,"Peters,Dennis G.",0,10,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CHEM,CHEM-B,486,CHEM-B486,30154,GENE EXPRESSION AND PHYSIOLOGY,"Drummond,James T.",22,23,3.577,3.67,87,2,9,3,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CHEM,CHEM-B,800,CHEM-B800,21912,BIOLOGICAL CHEM RESCH SEMINAR,"Dann III,Charles E",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CHEM,CHEM-C,100,CHEM-C100,16370,THE WORLD OF CHEMISTRY,"Skrabalak,Sara",77,96,2.83,2.939,0,6,17,5,7,11,5,3,8,7,0,3,0,5,2,17,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CHEM,CHEM-C,101,CHEM-C101,16374,ELEMENTARY CHEMISTRY 1,"Edwards,Michael A",207,223,2.556,2.887,0,0,12,18,23,37,20,39,28,7,0,16,0,7,4,11,1,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CHEM,CHEM-C,101,CHEM-C101,15479,ELEMENTARY CHEMISTRY 1,"Flood,Amar Hugh",126,150,2.631,2.854,0,8,15,11,15,12,11,17,12,5,0,12,0,8,7,17,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CHEM,CHEM-C,102,CHEM-C102,15484,ELEMENTARY CHEMISTRY 2,"Levy,Jay J.",35,44,1.686,2.803,0,1,1,2,2,4,1,3,3,2,1,4,1,10,4,5,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CHEM,CHEM-C,103,CHEM-C103,16380,INTRO TO CHEMICAL PRINCIPLES,"Arnold,Kimberly Sue",303,329,2.762,3.014,0.3,10,38,40,35,50,31,20,25,18,12,2,5,17,9,17,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CHEM,CHEM-C,103,CHEM-C103,27946,INTRO TO CHEMICAL PRINCIPLES,"Arnold,Kimberly Sue",301,337,2.671,2.992,0,3,35,22,37,57,37,28,28,20,9,8,5,12,13,23,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CHEM,CHEM-C,103,CHEM-C103,15486,INTRO TO CHEMICAL PRINCIPLES,"Arnold,Kimberly Sue",348,384,2.705,3.01,0.8,6,22,43,55,59,49,31,35,8,7,10,8,15,13,23,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CHEM,CHEM-C,107,CHEM-C107,15504,FRONTIERS OF CHEMICAL RESEARCH,"Peters,Dennis G.",25,28,3.96,3.643,70.4,0,24,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CHEM,CHEM-C,117,CHEM-C117,15505,PRINC OF CHEM & BIOCHEM I,"Reck,Cathrine E.",305,356,2.449,3.108,3.9,6,28,27,18,44,40,40,26,23,8,11,10,24,28,22,1,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CHEM,CHEM-C,117,CHEM-C117,15506,PRINC OF CHEM & BIOCHEM I,"Reck,Cathrine E.",314,357,2.558,3.189,7.1,4,26,35,30,50,30,36,30,31,10,9,9,14,24,19,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,CHEM,CHEM-C,117,CHEM-C117,16413,PRINC OF CHEM & BIOCHEM I,"Tait,Steven L",269,313,2.36,3.048,7.7,1,32,25,18,28,31,24,33,18,6,16,11,26,30,13,1,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CHEM,CHEM-C,117,CHEM-C117,16414,PRINC OF CHEM & BIOCHEM I,"Tait,Steven L",330,376,2.464,3.142,8.2,6,29,30,25,46,51,26,44,18,4,16,6,29,24,22,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CHEM,CHEM-C,118,CHEM-C118,20933,PRINC OF CHEM & BIOCHEM II,"Robinson,Jill Kirsten",184,195,3.077,3.3,0.5,3,26,32,31,33,26,13,11,3,1,2,0,3,4,7,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,CHEM,CHEM-C,121,CHEM-C121,16448,ELEMENTARY CHEMISTRY LAB 1,"Felten,Albert Edward",113,131,2.509,2.874,0,3,4,17,8,19,11,12,17,2,5,8,0,7,10,7,1,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,CHEM,CHEM-C,121,CHEM-C121,15538,ELEMENTARY CHEMISTRY LAB 1,"Raghavachari,Krishnan",82,97,2.943,2.876,0,7,10,13,7,16,7,6,3,5,3,3,0,2,8,7,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,CHEM,CHEM-C,122,CHEM-C122,15543,ELEMENTARY CHEMISTRY LAB 2,"Arnold,Randy J.",32,39,2.997,2.793,0,1,7,3,3,4,5,3,1,5,0,0,0,0,5,2,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,8W2,Eight Week - Second,CHEM,CHEM-C,240,CHEM-C240,30160,PREP FOR ORGANIC CHEMISTRY,"Burlingham,Benjamin Todd",11,12,2.864,2.935,8.3,0,2,4,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,8W2,Eight Week - Second,CHEM,CHEM-C,243,CHEM-C243,23710,SUPPLEMENTAL GENERAL CHEMISTRY,"Paterson,Jill Kathleen",36,46,2.456,3.015,2.5,1,7,1,1,9,2,2,3,2,0,3,0,5,4,6,0,0,0,0,0,0,0,0,1/18/2013
